NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_DN	GSE24634_TREG_VS_TCONV_POST_DAY10_IL4_CONVERSION_DN		121	0.60750854	2.2198346	0.0	0.0	0.0	1597	tags=37%, list=11%, signal=42%	
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_UP	GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_48H_CD4_TCELL_UP		131	0.6036626	2.2184753	0.0	0.0	0.0	1624	tags=30%, list=12%, signal=33%	
GSE3982_EOSINOPHIL_VS_BCELL_UP	GSE3982_EOSINOPHIL_VS_BCELL_UP		114	0.6116119	2.2131805	0.0	0.0	0.0	1469	tags=28%, list=10%, signal=31%	
GSE21033_CTRL_VS_POLYIC_STIM_DC_24H_UP	GSE21033_CTRL_VS_POLYIC_STIM_DC_24H_UP		125	0.6124408	2.2126205	0.0	0.0	0.0	1700	tags=38%, list=12%, signal=43%	
GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_YOUNG_UP	GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_YOUNG_UP		160	0.5796963	2.2126095	0.0	0.0	0.0	2010	tags=42%, list=14%, signal=48%	
GSE19198_1H_VS_24H_IL21_TREATED_TCELL_UP	GSE19198_1H_VS_24H_IL21_TREATED_TCELL_UP		134	0.59361213	2.207577	0.0	0.0	0.0	1715	tags=39%, list=12%, signal=44%	
FRANCO_BLOOD_SANOFI_PASTEUR_SA_INACTIVATED_INFLUENZA_VACCINE_CORRELATED_WITH_ANTIBODY_RESPONSE_AGE_18_40YO_1DY_POSITIVE	FRANCO_BLOOD_SANOFI_PASTEUR_SA_INACTIVATED_INFLUENZA_VACCINE_CORRELATED_WITH_ANTIBODY_RESPONSE_AGE_18_40YO_1DY_POSITIVE		87	0.63374984	2.2069259	0.0	0.0	0.0	1642	tags=34%, list=12%, signal=39%	
GSE40274_FOXP3_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_FOXP3_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_UP		151	0.5845285	2.202107	0.0	0.0	0.0	1257	tags=34%, list=9%, signal=37%	
GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN	GSE10325_LUPUS_BCELL_VS_LUPUS_MYELOID_DN		131	0.59863186	2.1985984	0.0	0.0	0.0	1407	tags=36%, list=10%, signal=39%	
GSE14769_UNSTIM_VS_40MIN_LPS_BMDM_DN	GSE14769_UNSTIM_VS_40MIN_LPS_BMDM_DN		161	0.5827624	2.197377	0.0	0.0	0.0	1403	tags=36%, list=10%, signal=40%	
HOWARD_PBMC_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_19_39YO_AS03_ADJUVANT_VS_BUFFER_1DY_UP	HOWARD_PBMC_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_19_39YO_AS03_ADJUVANT_VS_BUFFER_1DY_UP		189	0.56393605	2.195188	0.0	0.0	0.0	1651	tags=35%, list=12%, signal=40%	
GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP	GSE34156_TLR1_TLR2_LIGAND_VS_NOD2_AND_TLR1_TLR2_LIGAND_24H_TREATED_MONOCYTE_UP		136	0.580805	2.192096	0.0	0.0	0.0	1714	tags=39%, list=12%, signal=44%	
ERWIN_COHEN_BLOOD_TC_83_AGE_23_48YO_VACCINATED_VS_CONTROL_2DY_UP	ERWIN_COHEN_BLOOD_TC_83_AGE_23_48YO_VACCINATED_VS_CONTROL_2DY_UP		65	0.6629673	2.1905198	0.0	0.0	0.0	1683	tags=38%, list=12%, signal=43%	
GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN	GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_DN		160	0.5745076	2.1892684	0.0	0.0	0.0	2103	tags=39%, list=15%, signal=45%	
GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN		149	0.58637977	2.1887703	0.0	0.0	0.0	2300	tags=38%, list=16%, signal=44%	
GSE37301_PRO_BCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP	GSE37301_PRO_BCELL_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_UP		112	0.6067457	2.188324	0.0	0.0	0.0	1432	tags=30%, list=10%, signal=34%	
GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_UP	GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_UP		141	0.5814295	2.186849	0.0	0.0	0.0	1384	tags=35%, list=10%, signal=38%	
GSE12845_IGD_POS_BLOOD_VS_PRE_GC_TONSIL_BCELL_UP	GSE12845_IGD_POS_BLOOD_VS_PRE_GC_TONSIL_BCELL_UP		133	0.5831343	2.186482	0.0	0.0	0.0	1905	tags=35%, list=14%, signal=40%	
GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_DN	GSE7218_IGM_VS_IGG_SIGNAL_THGOUGH_ANTIGEN_BCELL_DN		117	0.5946844	2.1844704	0.0	0.0	0.0	1055	tags=30%, list=7%, signal=32%	
GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_DN	GSE40666_STAT1_KO_VS_STAT4_KO_CD8_TCELL_WITH_IFNA_STIM_90MIN_DN		68	0.6526128	2.1820328	0.0	0.0	0.0	1169	tags=31%, list=8%, signal=34%	
GSE22611_NOD2_TRANSDUCED_VS_CTRL_HEK293T_STIMULATED_WITH_MDP_2H_UP	GSE22611_NOD2_TRANSDUCED_VS_CTRL_HEK293T_STIMULATED_WITH_MDP_2H_UP		164	0.5750675	2.1816545	0.0	0.0	0.0	1940	tags=39%, list=14%, signal=45%	
GSE27859_CD11C_INT_F480_HI_MACROPHAGE_VS_CD11C_ING_F480_INT_DC_DN	GSE27859_CD11C_INT_F480_HI_MACROPHAGE_VS_CD11C_ING_F480_INT_DC_DN		148	0.58382744	2.181203	0.0	0.0	0.0	2049	tags=39%, list=15%, signal=45%	
GSE19888_ADENOSINE_A3R_INH_VS_ACT_IN_MAST_CELL_DN	GSE19888_ADENOSINE_A3R_INH_VS_ACT_IN_MAST_CELL_DN		127	0.58382535	2.1806393	0.0	0.0	0.0	1542	tags=36%, list=11%, signal=40%	
GSE30083_SP1_VS_SP3_THYMOCYTE_DN	GSE30083_SP1_VS_SP3_THYMOCYTE_DN		129	0.58435845	2.1795774	0.0	0.0	0.0	2001	tags=40%, list=14%, signal=47%	
GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_3DY_UP	GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_3DY_UP		146	0.5907306	2.1770225	0.0	0.0	0.0	1854	tags=36%, list=13%, signal=41%	
GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_DN	GSE43863_DAY6_EFF_VS_DAY150_MEM_LY6C_INT_CXCR5POS_CD4_TCELL_DN		175	0.5705972	2.1723044	0.0	0.0	0.0	1542	tags=41%, list=11%, signal=45%	
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_8H_UP	GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_8H_UP		107	0.6121107	2.1714323	0.0	0.0	0.0	1320	tags=33%, list=9%, signal=36%	
GSE40273_EOS_KO_VS_WT_TREG_UP	GSE40273_EOS_KO_VS_WT_TREG_UP		180	0.56318176	2.1681101	0.0	0.0	0.0	1514	tags=34%, list=11%, signal=37%	
GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_UP	GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_UP		117	0.6052556	2.1680758	0.0	0.0	0.0	1445	tags=33%, list=10%, signal=37%	
GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_UP		165	0.56630445	2.1639113	0.0	0.0	0.0	2079	tags=36%, list=15%, signal=41%	
GSE21360_NAIVE_VS_PRIMARY_MEMORY_CD8_TCELL_DN	GSE21360_NAIVE_VS_PRIMARY_MEMORY_CD8_TCELL_DN		127	0.5856406	2.158158	0.0	0.0	0.0	1604	tags=35%, list=11%, signal=40%	
GSE43863_TH1_VS_LY6C_INT_CXCR5POS_EFFECTOR_CD4_TCELL_DN	GSE43863_TH1_VS_LY6C_INT_CXCR5POS_EFFECTOR_CD4_TCELL_DN		171	0.55593055	2.1571405	0.0	0.0	0.0	2346	tags=42%, list=17%, signal=50%	
GSE42021_TREG_PLN_VS_CD24INT_TREG_THYMUS_DN	GSE42021_TREG_PLN_VS_CD24INT_TREG_THYMUS_DN		130	0.57804155	2.1570175	0.0	0.0	0.0	1542	tags=35%, list=11%, signal=39%	
GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_DN	GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_DN		165	0.5655049	2.156034	0.0	0.0	0.0	2333	tags=38%, list=17%, signal=45%	
GSE5455_HEALTHY_VS_TUMOR_BEARING_MOUSE_SPLEEN_MONOCYTE_DN	GSE5455_HEALTHY_VS_TUMOR_BEARING_MOUSE_SPLEEN_MONOCYTE_DN		153	0.57727504	2.153106	0.0	0.0	0.0	1520	tags=31%, list=11%, signal=35%	
GSE3720_UNSTIM_VS_LPS_STIM_VD1_GAMMADELTA_TCELL_UP	GSE3720_UNSTIM_VS_LPS_STIM_VD1_GAMMADELTA_TCELL_UP		166	0.5678281	2.152835	0.0	0.0	0.0	1825	tags=36%, list=13%, signal=40%	
GSE6259_33D1_POS_DC_VS_CD4_TCELL_DN	GSE6259_33D1_POS_DC_VS_CD4_TCELL_DN		130	0.5789721	2.1511788	0.0	0.0	0.0	2090	tags=39%, list=15%, signal=46%	
GSE43863_TH1_VS_TFH_EFFECTOR_CD4_TCELL_DN	GSE43863_TH1_VS_TFH_EFFECTOR_CD4_TCELL_DN		173	0.56062406	2.1490264	0.0	0.0	0.0	2629	tags=48%, list=19%, signal=58%	
GSE19888_CTRL_VS_A3R_INHIBITOR_TREATED_MAST_CELL_DN	GSE19888_CTRL_VS_A3R_INHIBITOR_TREATED_MAST_CELL_DN		146	0.5720412	2.1472363	0.0	0.0	0.0	2353	tags=38%, list=17%, signal=45%	
GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_16H_UP	GSE21063_CTRL_VS_ANTI_IGM_STIM_BCELL_NFATC1_KO_16H_UP		128	0.5893841	2.1469882	0.0	0.0	0.0	1429	tags=33%, list=10%, signal=36%	
GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_DN	GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_DN		139	0.5734432	2.1467159	0.0	0.0	0.0	1188	tags=26%, list=8%, signal=28%	
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_2H_DN	GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_2H_DN		132	0.5782167	2.1427114	0.0	0.0	0.0	1920	tags=35%, list=14%, signal=40%	
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_ADULT_UP	GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_ADULT_UP		149	0.5649795	2.1370995	0.0	0.0	0.0	1842	tags=34%, list=13%, signal=38%	
GSE24671_CTRL_VS_BAKIMULC_INFECTED_MOUSE_SPLENOCYTES_DN	GSE24671_CTRL_VS_BAKIMULC_INFECTED_MOUSE_SPLENOCYTES_DN		117	0.5764043	2.131606	0.0	0.0	0.0	1510	tags=30%, list=11%, signal=33%	
GSE33424_CD161_HIGH_VS_INT_CD8_TCELL_UP	GSE33424_CD161_HIGH_VS_INT_CD8_TCELL_UP		175	0.5585372	2.130433	0.0	0.0	0.0	1419	tags=34%, list=10%, signal=38%	
GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN	GSE10325_LUPUS_CD4_TCELL_VS_LUPUS_MYELOID_DN		134	0.57851255	2.123967	0.0	0.0	0.0	1753	tags=43%, list=12%, signal=48%	
GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_UP	GSE23568_CTRL_VS_ID3_TRANSDUCED_CD8_TCELL_UP		175	0.5566551	2.1226604	0.0	0.0	0.0	1817	tags=33%, list=13%, signal=37%	
GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_WITH_PMA_STIM_DN	GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_WITH_PMA_STIM_DN		153	0.5705854	2.1219177	0.0	0.0	0.0	2726	tags=44%, list=19%, signal=54%	
GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_UP	GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_UP		124	0.57635635	2.1215534	0.0	0.0	0.0	1590	tags=32%, list=11%, signal=36%	
SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_5_TO_7DY_UP	SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_5_TO_7DY_UP		196	0.54491884	2.1214983	0.0	0.0	0.0	1461	tags=35%, list=10%, signal=38%	
GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_DN	GSE32986_UNSTIM_VS_CURDLAN_HIGHDOSE_STIM_DC_DN		145	0.56434613	2.1207838	0.0	0.0	0.0	2438	tags=38%, list=17%, signal=45%	
GSE7768_OVA_ALONE_VS_OVA_WITH_LPS_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_DN	GSE7768_OVA_ALONE_VS_OVA_WITH_LPS_IMMUNIZED_MOUSE_WHOLE_SPLEEN_6H_DN		130	0.5786009	2.1199028	0.0	0.0	0.0	1547	tags=35%, list=11%, signal=39%	
GSE12845_IGD_NEG_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_UP	GSE12845_IGD_NEG_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_UP		145	0.5618751	2.115952	0.0	0.0	0.0	2205	tags=37%, list=16%, signal=44%	
GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_DN	GSE24142_DN2_VS_DN3_THYMOCYTE_FETAL_DN		140	0.57354975	2.1157458	0.0	0.0	0.0	1437	tags=36%, list=10%, signal=39%	
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_6H_CD4_TCELL_UP	GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_6H_CD4_TCELL_UP		131	0.5792521	2.1139197	0.0	0.0	0.0	1256	tags=31%, list=9%, signal=33%	
GSE17186_BLOOD_VS_CORD_BLOOD_CD21HIGH_TRANSITIONAL_BCELL_DN	GSE17186_BLOOD_VS_CORD_BLOOD_CD21HIGH_TRANSITIONAL_BCELL_DN		163	0.55465996	2.1120584	0.0	0.0	0.0	2445	tags=41%, list=17%, signal=49%	
GSE7460_FOXP3_MUT_VS_WT_ACT_WITH_TGFB_TCONV_DN	GSE7460_FOXP3_MUT_VS_WT_ACT_WITH_TGFB_TCONV_DN		169	0.5507021	2.1114266	0.0	0.0	0.0	2468	tags=40%, list=18%, signal=48%	
GSE23568_ID3_KO_VS_WT_CD8_TCELL_DN	GSE23568_ID3_KO_VS_WT_CD8_TCELL_DN		176	0.5529868	2.1106677	0.0	0.0	0.0	1820	tags=40%, list=13%, signal=45%	
GSE18893_TCONV_VS_TREG_2H_TNF_STIM_DN	GSE18893_TCONV_VS_TREG_2H_TNF_STIM_DN		140	0.5719858	2.1060586	0.0	0.0	0.0	2476	tags=37%, list=18%, signal=45%	
GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_UP	GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_UP		151	0.55510014	2.103379	0.0	0.0	0.0	2013	tags=34%, list=14%, signal=40%	
GSE3039_CD4_TCELL_VS_B1_BCELL_DN	GSE3039_CD4_TCELL_VS_B1_BCELL_DN		113	0.57918864	2.1018782	0.0	0.0	0.0	2321	tags=50%, list=16%, signal=59%	
GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_DN	GSE24634_TREG_VS_TCONV_POST_DAY3_IL4_CONVERSION_DN		147	0.5608805	2.100832	0.0	0.0	0.0	2004	tags=39%, list=14%, signal=45%	
GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD8_TCELL_DN	GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD8_TCELL_DN		160	0.54756063	2.1002882	0.0	0.0	0.0	1627	tags=29%, list=12%, signal=32%	
GSE41867_NAIVE_VS_DAY8_LCMV_EFFECTOR_CD8_TCELL_DN	GSE41867_NAIVE_VS_DAY8_LCMV_EFFECTOR_CD8_TCELL_DN		184	0.5424924	2.09675	0.0	0.0	0.0	2040	tags=38%, list=14%, signal=44%	
GSE7460_CD8_TCELL_VS_TREG_ACT_UP	GSE7460_CD8_TCELL_VS_TREG_ACT_UP		149	0.55069673	2.094274	0.0	0.0	0.0	1920	tags=34%, list=14%, signal=38%	
GSE21033_CTRL_VS_POLYIC_STIM_DC_12H_UP	GSE21033_CTRL_VS_POLYIC_STIM_DC_12H_UP		145	0.56386644	2.094039	0.0	0.0	0.0	1778	tags=38%, list=13%, signal=43%	
GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_UP	GSE10239_NAIVE_VS_KLRG1INT_EFF_CD8_TCELL_UP		172	0.5434598	2.0936856	0.0	0.0	0.0	2421	tags=40%, list=17%, signal=48%	
GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_DN	GSE27241_CTRL_VS_DIGOXIN_TREATED_RORGT_KO_CD4_TCELL_IN_TH17_POLARIZING_CONDITIONS_DN		132	0.563364	2.0927937	0.0	0.0	0.0	2041	tags=39%, list=15%, signal=46%	
GSE19888_ADENOSINE_A3R_INH_VS_ACT_WITH_INHIBITOR_PRETREATMENT_IN_MAST_CELL_UP	GSE19888_ADENOSINE_A3R_INH_VS_ACT_WITH_INHIBITOR_PRETREATMENT_IN_MAST_CELL_UP		122	0.571421	2.0926008	0.0	0.0	0.0	1646	tags=34%, list=12%, signal=38%	
GSE6269_HEALTHY_VS_STAPH_PNEUMO_INF_PBMC_DN	GSE6269_HEALTHY_VS_STAPH_PNEUMO_INF_PBMC_DN		105	0.5835926	2.0919244	0.0	0.0	0.0	923	tags=30%, list=7%, signal=31%	
GSE7460_TCONV_VS_TREG_THYMUS_DN	GSE7460_TCONV_VS_TREG_THYMUS_DN		152	0.5602894	2.088833	0.0	0.0	0.0	1303	tags=26%, list=9%, signal=28%	
GSE22886_NAIVE_TCELL_VS_MONOCYTE_DN	GSE22886_NAIVE_TCELL_VS_MONOCYTE_DN		148	0.5507397	2.0873032	0.0	0.0	0.0	1513	tags=34%, list=11%, signal=37%	
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP	GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_UP		137	0.5585917	2.0869963	0.0	0.0	0.0	1836	tags=33%, list=13%, signal=37%	
GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_UP	GSE14699_NAIVE_VS_DELETIONAL_TOLERANCE_CD8_TCELL_UP		127	0.56412697	2.0865006	0.0	0.0	0.0	1760	tags=33%, list=13%, signal=37%	
GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH1_UP	GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH1_UP		158	0.55076396	2.0829835	0.0	1.1501808E-5	0.001	1925	tags=33%, list=14%, signal=38%	
GSE40068_CXCR5POS_BCL6POS_TFH_VS_CXCR5NEG_BCL6NEG_CD4_TCELL_UP	GSE40068_CXCR5POS_BCL6POS_TFH_VS_CXCR5NEG_BCL6NEG_CD4_TCELL_UP		169	0.5461405	2.0808244	0.0	1.1436828E-5	0.001	1962	tags=32%, list=14%, signal=37%	
GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_2H_DN	GSE2770_TGFB_AND_IL4_ACT_VS_ACT_CD4_TCELL_2H_DN		146	0.54879713	2.0801284	0.0	1.13725755E-5	0.001	1683	tags=31%, list=12%, signal=35%	
GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_DN	GSE5679_CTRL_VS_RARA_AGONIST_AM580_TREATED_DC_DN		159	0.5459678	2.0798798	0.0	1.1309041E-5	0.001	2551	tags=38%, list=18%, signal=46%	
GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH1_UP	GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH1_UP		152	0.55287915	2.079534	0.0	1.1246213E-5	0.001	2467	tags=39%, list=18%, signal=47%	
GSE23925_DARK_ZONE_VS_NAIVE_BCELL_DN	GSE23925_DARK_ZONE_VS_NAIVE_BCELL_DN		151	0.5557657	2.0783901	0.0	1.118408E-5	0.001	1665	tags=34%, list=12%, signal=38%	
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP	GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IFNAB_CD8_TCELL_UP		133	0.55814874	2.0767567	0.0	1.1122628E-5	0.001	1929	tags=34%, list=14%, signal=39%	
GSE7852_LN_VS_THYMUS_TCONV_UP	GSE7852_LN_VS_THYMUS_TCONV_UP		152	0.55433744	2.0750628	0.0	1.1061848E-5	0.001	1653	tags=31%, list=12%, signal=35%	
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_FETAL_UP	GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN3_THYMOCYTE_FETAL_UP		137	0.5551158	2.0743413	0.0	1.100173E-5	0.001	1165	tags=31%, list=8%, signal=33%	
GSE32164_RESTING_DIFFERENTIATED_VS_ALTERNATIVELY_ACT_M2_MACROPHAGE_DN	GSE32164_RESTING_DIFFERENTIATED_VS_ALTERNATIVELY_ACT_M2_MACROPHAGE_DN		176	0.54482526	2.0728352	0.0	1.0942262E-5	0.001	2163	tags=42%, list=15%, signal=49%	
GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_UP	GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_UP		151	0.5499125	2.0727944	0.0	1.0883432E-5	0.001	1748	tags=33%, list=12%, signal=37%	
GSE26488_CTRL_VS_PEPTIDE_INJECTION_OT2_THYMOCYTE_DN	GSE26488_CTRL_VS_PEPTIDE_INJECTION_OT2_THYMOCYTE_DN		169	0.53914577	2.0709484	0.0	1.0825232E-5	0.001	1631	tags=39%, list=12%, signal=44%	
GSE42088_UNINF_VS_LEISHMANIA_INF_DC_24H_UP	GSE42088_UNINF_VS_LEISHMANIA_INF_DC_24H_UP		171	0.533502	2.068987	0.0	1.0767651E-5	0.001	1940	tags=40%, list=14%, signal=46%	
GSE42088_UNINF_VS_LEISHMANIA_INF_DC_4H_DN	GSE42088_UNINF_VS_LEISHMANIA_INF_DC_4H_DN		150	0.5447279	2.068485	0.0	1.071068E-5	0.001	2277	tags=43%, list=16%, signal=51%	
GSE43863_NAIVE_VS_MEMORY_TFH_CD4_TCELL_D150_LCMV_UP	GSE43863_NAIVE_VS_MEMORY_TFH_CD4_TCELL_D150_LCMV_UP		168	0.54489297	2.0684628	0.0	1.06543075E-5	0.001	1566	tags=35%, list=11%, signal=39%	
GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_BM_DN	GSE23502_WT_VS_HDC_KO_MYELOID_DERIVED_SUPPRESSOR_CELL_BM_DN		165	0.54568696	2.0659719	0.0	1.05985255E-5	0.001	1442	tags=32%, list=10%, signal=35%	
GSE34156_UNTREATED_VS_6H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP	GSE34156_UNTREATED_VS_6H_TLR1_TLR2_LIGAND_TREATED_MONOCYTE_UP		131	0.55474406	2.0654237	0.0	1.0543325E-5	0.001	1747	tags=40%, list=12%, signal=45%	
HOWARD_NEUTROPHIL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP	HOWARD_NEUTROPHIL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP		67	0.61326355	2.0631337	0.0	1.0488697E-5	0.001	1658	tags=36%, list=12%, signal=40%	
GSE40274_HELIOS_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	GSE40274_HELIOS_VS_FOXP3_AND_HELIOS_TRANSDUCED_ACTIVATED_CD4_TCELL_UP		161	0.5467855	2.0622609	0.0	1.0434631E-5	0.001	1390	tags=29%, list=10%, signal=31%	
GSE29618_PDC_VS_MDC_DN	GSE29618_PDC_VS_MDC_DN		139	0.54894835	2.061033	0.0	1.038112E-5	0.001	1211	tags=33%, list=9%, signal=36%	
GSE41867_NAIVE_VS_DAY6_LCMV_EFFECTOR_CD8_TCELL_UP	GSE41867_NAIVE_VS_DAY6_LCMV_EFFECTOR_CD8_TCELL_UP		173	0.53436434	2.0601857	0.0	1.03281545E-5	0.001	1961	tags=34%, list=14%, signal=39%	
GSE40068_BCL6_POS_VS_NEG_CXCR5_POS_TFH_DN	GSE40068_BCL6_POS_VS_NEG_CXCR5_POS_TFH_DN		166	0.53380954	2.0601132	0.0	1.0275728E-5	0.001	2651	tags=40%, list=19%, signal=49%	
GSE7218_UNSTIM_VS_ANTIGEN_STIM_THROUGH_IGG_BCELL_DN	GSE7218_UNSTIM_VS_ANTIGEN_STIM_THROUGH_IGG_BCELL_DN		115	0.5634821	2.0596569	0.0	1.022383E-5	0.001	1125	tags=32%, list=8%, signal=35%	
GSE29618_BCELL_VS_PDC_UP	GSE29618_BCELL_VS_PDC_UP		163	0.5391473	2.0570881	0.0	1.0172454E-5	0.001	1746	tags=39%, list=12%, signal=44%	
NAKAYA_PBMC_FLUMIST_AGE_18_50YO_3DY_IFN_SUBSET_UP	NAKAYA_PBMC_FLUMIST_AGE_18_50YO_3DY_IFN_SUBSET_UP		22	0.77587384	2.0566144	0.0	1.0121591E-5	0.001	1461	tags=50%, list=10%, signal=56%	
GSE19923_WT_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN	GSE19923_WT_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_DN		156	0.54247254	2.0560417	0.0	1.0071236E-5	0.001	1291	tags=29%, list=9%, signal=31%	
GSE3565_DUSP1_VS_WT_SPLENOCYTES_UP	GSE3565_DUSP1_VS_WT_SPLENOCYTES_UP		121	0.55897653	2.0541103	0.0	1.0021378E-5	0.001	1940	tags=37%, list=14%, signal=43%	
GSE41867_NAIVE_VS_DAY6_LCMV_EFFECTOR_CD8_TCELL_DN	GSE41867_NAIVE_VS_DAY6_LCMV_EFFECTOR_CD8_TCELL_DN		180	0.5393423	2.0536435	0.0	9.972011E-6	0.001	2024	tags=34%, list=14%, signal=39%	
